what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433061980635
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433061983068
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1433061983344
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.400.v201102241833,"org.eclipse.wst.jsdt.web.support.jsp",1433061983431
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433061983893
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433061984012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062015987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062019281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062041220
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062045798
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1433062048443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062054927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062056368
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433062057089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062081287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062085154
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1433062086558
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1433062086747
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433062089127
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1433062101959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433062127097
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1433062129637
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062137437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062151771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062152599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062177181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062189477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062191199
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062207261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062213908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062222290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062228308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433062232589
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1433062243487
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1433062243560
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433062246296
