what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1433134137645
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433134137894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134140711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134141825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134141900
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134142469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134143117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134220481
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1433134224667
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1433134226591
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1433134231355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134231611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134333816
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1433134333827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134342627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134534241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134541721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134614571
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433134643735
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433134643766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134662671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134667177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433134684297
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433134689421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134691499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433134694392
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1433134694410
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433134863369
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433134866501
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433134866575
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433134874063
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433134919139
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433134932963
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1433134938669
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433134938953
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433134939039
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1433134957984
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1433134958056
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433134960319
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433134978057
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1433135015033
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1433135015489
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1433135016038
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1433135018390
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1433135029437
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1433135029452
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1433135029473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1433135030154
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433135068261
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1433135069172
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433135077356
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433135084312
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433135084415
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433135098756
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433135104461
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433135172504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433135173651
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433135370343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433135396761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433135571506
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1433135591751
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1433135784825
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433135819902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433136060860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433136063917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433136065200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433136508459
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433136535978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433136610408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433136626871
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433136632092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433136648441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433136655749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433136668495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433136753730
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1433136753758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433136772361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433136922684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433136925017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433136926958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433137058037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433137067299
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433137160731
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433137162021
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433137174995
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1433137180543
